1.690918893984868793e-03 1.549590124421651183e+01
1.860010783407649304e-02 1.254169509605593813e+00
3.635475622119091477e-02 1.549852851531258047e+01
3.720021566821364589e-02 1.522292136934746054e+01
3.889113456219853160e-02 2.151638908071770384e+00
4.142751290320621782e-02 3.323433856846776724e+00
5.749124239633568445e-02 2.957089738389698574e+00
7.101859354839690219e-02 1.451333389414754826e+01
7.186405299541960556e-02 1.511068562971619045e+01
7.524589078338944637e-02 6.082709305630446650e+00
7.778226912439713259e-02 3.601860513255432661e+00
9.384599861752659922e-02 4.016584867748147047e+00
1.090642686635727027e-01 1.401082023717428804e+01
1.099097281105954338e-01 1.453925416630353062e+01
1.099097281105954338e-01 8.428541995576191326e+00
1.141370253456486378e-01 4.385684416867371205e+00
1.318916737327024136e-01 4.478920500887520362e+00
1.454190248847635758e-01 1.373790444208872508e+01
1.454190248847635758e-01 1.047579493741435108e+01
1.488008626727940487e-01 1.339357172903467408e+01
1.496463221198167937e-01 4.526211380619733049e+00
1.682464299538933006e-01 4.573566340132436459e+00
1.817737811060150810e-01 1.224744073328738736e+01
1.826192405529772633e-01 4.574655696439758223e+00
