2.550684792208027796e-01 1.457337665066216204e+01
2.592804662337591659e-01 6.533286298621006516e+00
2.609652610389900929e-01 4.557770673662788319e+00
2.853947857142943301e-01 4.467738578784111070e+00
2.862371831169097658e-01 6.581282055962603295e+00
3.081395155844281475e-01 8.466701506252659826e+00
3.081395155844281475e-01 1.446255066625266039e+01
3.089819129870435832e-01 1.416397091814507192e+01
3.098243103895986228e-01 5.939843429803221220e+00
3.098243103895986228e-01 1.278567886919151597e+01
3.115091051948294942e-01 4.239999030596609764e+00
3.308842454545619649e-01 1.368321234743998005e+01
3.325690402597324402e-01 7.457765325549286395e+00
3.342538350649633117e-01 1.464831795668657222e+01
3.350962324675183512e-01 3.782341221603965575e+00
3.393082194805351337e-01 5.138045147106991450e+00
3.620529493506689511e-01 4.220871215421508893e+00
3.637377441558394819e-01 3.210204880578922282e+00
3.856400766233819555e-01 1.492789804918603735e+01
3.881672688311739172e-01 3.005309774972907633e+00
3.881672688311739172e-01 2.293159108458018292e+00
3.890096662337712563e-01 4.521565596363248396e+00
4.117543961038990230e-01 1.238213643680221132e+00
4.142815883116910403e-01 1.560022313066933508e+00
