4.731869285714199735e-01 1.640987118676352052e+00
4.731869285714199735e-01 3.134206258140435075e+00
4.740275904762000780e-01 1.551637473483288865e+01
5.026100952381201692e-01 5.681922303901189686e+00
5.042914190476199821e-01 2.695355865408743945e+00
5.051320809524001421e-01 1.482482571850075814e+01
5.059727428571199059e-01 1.521529587519321325e+01
5.353959095238201016e-01 3.336217773519423613e+00
5.362365714286001506e-01 8.022564531438289848e+00
5.387585571428801234e-01 1.482226252718518111e+01
5.404398809523800473e-01 1.415592890539964444e+01
5.681817238095200340e-01 1.330382799317719922e+01
5.690223857143000830e-01 1.479698305285809212e+01
5.690223857143000830e-01 3.517435399370584914e+00
5.698630476190802430e-01 1.013348073752071521e+01
6.001268761905000915e-01 1.134872177905486801e+01
6.001268761905000915e-01 3.469119243114541007e+00
6.009675380952802515e-01 1.254323301084168563e+01
6.026488619047800643e-01 1.463361164652724256e+01
