4.741980474198000117e-02 1.560022313066933508e+00
5.160390516038999842e-02 1.238213643680221132e+00
8.926080892608000139e-02 4.521565596363248396e+00
9.065550906555000510e-02 2.293159108458018292e+00
9.065550906555000510e-02 3.005309774972907633e+00
9.483960948396000235e-02 1.492789804918603735e+01
1.311018131101999995e-01 3.210204880578922282e+00
1.338912133891000111e-01 4.220871215421508893e+00
1.715481171548000061e-01 5.138045147106991450e+00
1.785216178521999986e-01 3.782341221603965575e+00
1.799163179915999888e-01 1.464831795668657222e+01
1.827057182706000038e-01 7.457765325549286395e+00
1.854951185494999877e-01 1.368321234743998005e+01
2.175732217573000116e-01 4.239999030596609764e+00
2.203626220362999988e-01 1.278567886919151597e+01
2.203626220362999988e-01 5.939843429803221220e+00
2.217573221756999891e-01 1.416397091814507192e+01
2.231520223152000104e-01 1.446255066625266039e+01
2.231520223152000104e-01 8.466701506252659826e+00
2.594142259414000118e-01 6.581282055962603295e+00
2.608089260809000054e-01 4.467738578784111070e+00
3.012552301254999843e-01 4.557770673662788319e+00
3.040446304045000270e-01 6.533286298621006516e+00
3.110181311017999883e-01 1.457337665066216204e+01
