space_group,n_formula,material,sigma,sigma_std,sigma_max,sigma_err,simulation_time,kappa,kappa_err
216,2,CuCl,2.2121563518848344,0.058851863994259485,3.1363262237227962,0.03397813951939696,60000.0,0.5079243972858514,0.1987262191824735
216,2,CuI,0.6735757385733668,0.039352665244563725,2.2501485865305093,0.022720271872278097,60000.0,1.115527002898478,0.3567324182013517
216,2,GaAs,0.1832816895568708,0.001845605662203167,0.24301947262429338,0.0008253799440689591,8680.800000000014,0.6136297692657752,0.26444049770227795
216,2,InAs,0.21600602161141605,0.0038330367558212044,0.2707200916786224,0.001714186149254295,7644.80000000001,0.290914198004949,0.07530231539166024
216,2,ZnS,0.24668335768663613,0.0031927758982774525,0.3142882814378893,0.0014278527890942674,12473.600000000017,0.7951828061797784,0.3825322552385629
216,2,ZnSe,0.24932414449605433,0.0026056426157318037,0.3165062715386356,0.0011652788027693352,9057.600000000013,0.8655242139374846,0.2333742377336
216,2,ZnTe,0.26346684845012325,0.0032534673741524706,0.3620048994260555,0.0014549948422365332,8388.800000000012,0.36655594823140286,0.13817360021487593
216,3,LiAsMg,0.261260532706424,0.008286926314043517,0.37363268811375705,0.0037060261125466147,30000.000000000047,4.024563615107534,2.3713671807959105
216,3,LiAsZn,0.2990696986611875,0.006489539560288327,0.4383618683351968,0.0029022103198957584,30000.000000000047,2.2086070937941815,0.6274764392026855
216,3,LiNZn,0.27304391228670805,0.003990409519572985,0.39956560577080497,0.0017845653887654943,30000.000000000047,6.724821455135129,1.98681817049347
216,3,ZnPLi,0.27178724901742224,0.00479963583512847,0.37449174047797135,0.002146462398918246,30000.000000000047,1.5848624690252597,0.38486820649397246
221,2,CsBr,0.4727677160329069,0.004712044008012122,0.6145825505299145,0.0021072901429771335,30000.000000000047,0.20181907838760574,0.030701603860224826
221,2,CsCl,0.4556276331954354,0.003999963367265681,0.5821788956140835,0.001788837999343004,30000.000000000047,0.39673769699043504,0.14508509708090922
221,2,CsI,0.42619121538856763,0.007119989405475441,0.5381687620357514,0.0031841560619442796,30000.000000000047,0.2816688739791548,0.10303176619442538
221,5,BaLiF3,0.2944243235444286,0.0026086967645187562,0.3937085715183557,0.0015061317792290098,60000.0,1.7314168189956103,0.24540155196419358
221,5,CsCaF3,0.2919967834633531,0.005237904229120169,0.533708909262382,0.0023424619831892662,30000.000000000047,2.4935693696181405,0.6755593003186205
221,5,CsCdF3,0.3510674012615719,0.009659380149060504,0.5494060484410418,0.004319806126762267,30000.000000000047,1.650064850730373,0.4168470046168957
221,5,KMgF3,0.23555080332909048,0.004886782974909771,0.3407569336782355,0.002821385466035437,60000.0,5.139096873645395,1.1263041397751814
221,5,KZnF3,0.3166308489120364,0.00577120805951966,0.4570415710927163,0.0033320085267130135,60000.0,3.8975001819047077,1.536617083332695
221,5,RbMgF3,0.23703706359371388,0.00432501152428301,0.3378802034363628,0.0024970465677930298,60000.0,3.858483557102333,0.6561309438911296
221,5,RbZnF3,0.32316057650734814,0.0031506804832207806,0.5113821292683904,0.001819046225118018,60000.0,2.4447100308343526,0.773515455456228
221,5,SrTiO3,0.3087162227969604,0.006273628673508945,0.49068814929147675,0.0028056520359115667,44564.0,4.888651839638269,1.9990632153786798
225,2,AgBr,0.9893137196038835,0.054112428280621516,1.727234797214746,0.024199813612610355,15945.600000000024,0.508471296644602,0.1642080471600234
225,2,AgCl,1.0198278997697021,0.045890548576789765,1.4923690519976112,0.020522877228491627,20874.40000000003,0.4250285500217356,0.11089167675888809
225,2,BaO,0.3448750958792842,0.006786057924362719,0.43984091616985393,0.003034817363625233,17629.600000000028,2.61775822583263,0.7765805417372844
225,2,BaS,0.23437466041188823,0.002983704679521052,0.28846785556183807,0.0013343532976386593,17693.600000000028,0.771374974749387,0.15111059302187455
225,2,BaSe,0.24396567000828023,0.005137916668043886,0.2961664370252056,0.00229774618649507,13516.800000000021,0.3088032414446849,0.1328655461102388
225,2,BaTe,0.2412677334421501,0.0031796636018088524,0.2853832606074035,0.0014219887918452835,11648.000000000016,0.28818824868903364,0.060279106443980386
225,2,CaO,0.19491578811968227,0.0014912463190383171,0.25768467662212546,0.000860971463724811,60000.0,20.413491198674237,8.106178859199039
225,2,CaTe,0.23855154067521372,0.006240316425128979,0.2811923484358419,0.0027907543455393748,5297.600000000008,0.2416205909531547,0.06283708080851234
225,2,CsF,0.4754089912398314,0.0066393205743334,0.5730953856163351,0.0029691944257244853,6909.60000000001,0.4307196174084499,0.12276274030304152
225,2,KBr,0.43153484698477484,0.008744844630637051,0.5281999328011201,0.003910813409355697,4780.8000000000075,0.14186321648332506,0.037969839882104686
225,2,KCl,0.4171770410114168,0.005593617164045815,0.5029889982764365,0.002501541643783207,12573.600000000017,1.1671618617582555,0.408103375362896
225,2,KF,0.3688787284802878,0.004510845046709212,0.4544859142705435,0.0020173112320820024,12057.600000000017,2.220013166800251,1.4594846288278904
225,2,KH,0.37016742105186373,0.00642957304089484,0.4687168315900069,0.002875392477148179,18696.00000000003,2.3411957685666915,0.897562592426134
225,2,KI,0.4398889131869835,0.008427560359567066,0.5359172815733622,0.0037689195696949057,4880.800000000006,0.13057187491394956,0.07666830030859798
225,2,LiBr,,,,,,,
225,2,LiCl,,,,,,,
225,2,LiF,,,,,,,
225,2,LiH,,,,,,,
225,2,LiI,,,,,,,
225,2,MgO,0.17170005081960002,0.0018835636521515517,0.22261872177537403,0.0010874759816054931,60000.0,45.45132279613667,21.545099665559277
225,2,NaBr,0.4002683894872366,0.0038520411687523073,0.48580362822122813,0.0022239770057086656,60000.0,1.7123274373699233,0.8983883865874728
225,2,NaCl,0.3733263550458052,0.0062969872330494525,0.4653829107555989,0.0036355672740847386,60000.0,5.605472395576467,2.9880346109598843
225,2,NaF,0.3205264504739697,0.0015933589003171275,0.39869303074989665,0.0009199261900137797,60000.0,10.14235965922947,5.758869719544012
225,2,NaI,0.42874678336348176,0.0032834477288349374,0.5244890587630068,0.0018956994301129165,60000.0,0.784526357781303,0.23641436580324066
225,2,PbTe,,,,,,,
225,2,RbBr,,,,,,,
225,2,RbCl,,,,,,,
225,2,RbF,,,,,,,
225,2,RbI,,,,,,,
225,2,SnTe,,,,,,,
225,2,SrO,,,,,,,
225,2,SrS,,,,,,,
225,2,SrTe,,,,,,,
225,3,CaF2,0.31293459769896675,0.006130449941525722,0.4256209912469316,0.0027416205603822247,19247.20000000003,5.156155618700964,1.3436296647795078
225,3,CdF2,0.41668994227260103,0.004157012786570851,0.5764410618340661,0.0018590726348216495,6622.400000000009,1.1522831732521637,0.24695439431715005
225,3,K2O,0.395249360875242,0.0,0.47287239367828854,0.0,3828.0000000000055,1.214407656040332,0.7240798873840868
225,3,K2S,0.35046105248257003,0.0,0.480886008857877,0.0,30000.000000000044,0.7966007578659392,0.49017288361640293
225,3,K2Te,,,,,,,
225,3,Li2O,,,,,,,
225,3,Li2S,,,,,,,
225,3,Li2Se,,,,,,,
225,3,Li2Te,,,,,,,
225,3,Na2S,,,,,,,
225,3,Na2Se,,,,,,,
225,3,Na2Te,,,,,,,
225,3,Rb2O,,,,,,,
225,3,Rb2Se,,,,,,,
225,3,SrF2,,,,,,,
