# Tetrahedron method
       -2.9930527168        0.0000000000
       -2.8930527168        0.0000000000
       -2.7930527168        0.5713091825
       -2.6930527168        0.7657864791
       -2.5930527168        0.7540093664
       -2.4930527168        0.7546035372
       -2.3930527168        0.7542268460
       -2.2930527168        0.7557906638
       -2.1930527168        0.7633730748
       -2.0930527168        0.7768644799
       -1.9930527168        0.8004406097
       -1.8930527168        0.8374775275
       -1.7930527168        0.8955502974
       -1.6930527168        0.9930767788
       -1.5930527168        1.1815541113
       -1.4930527168        2.0324858160
       -1.3930527168        1.9599429426
       -1.2930527168        1.6443961565
       -1.1930527168        1.3896164954
       -1.0930527168        1.2695690267
       -0.9930527168        1.2157282306
       -0.8930527168        1.6849477420
       -0.7930527168        1.9410917031
       -0.6930527168        1.8923231404
       -0.5930527168        1.2897669254
       -0.4930527168        0.8755756127
       -0.3930527168        0.6128957448
       -0.2930527168        0.4079035690
       -0.1930527168        0.3243953358
       -0.0930527168        0.3025552640
        0.0069472832        0.2962663974
        0.1069472832        0.2968497694
        0.2069472832        0.3107199100
        0.3069472832        0.3726924469
        0.4069472832        0.4891729595
        0.5069472832        0.6345567452
        0.6069472832        0.6893077037
        0.7069472832        0.9277167766
        0.8069472832        0.9842731719
        0.9069472832        1.1510637357
        1.0069472832        1.6881922384
        1.1069472832        1.9164348494
        1.2069472832        1.4579167434
        1.3069472832        1.6057605771
        1.4069472832        1.1804935414
        1.5069472832        0.9408173170
        1.6069472832        1.0302811905
        1.7069472832        1.4828145595
        1.8069472832        1.8971288232
        1.9069472832        1.3292312723
        2.0069472832        1.1628306018
        2.1069472832        1.1360536292
        2.2069472832        1.2079526433
        2.3069472832        1.5958507474
        2.4069472832        1.1631148181
        2.5069472832        1.0040348551
        2.6069472832        0.9349735305
        2.7069472832        0.9043555275
        2.8069472832        0.8943554820
        2.9069472832        0.9062633013
        3.0069472832        0.8632376452
        3.1069472832        0.9398290369
        3.2069472832        1.1982243924
        3.3069472832        0.9013517542
        3.4069472832        0.8692973364
        3.5069472832        0.9560305630
        3.6069472832        1.0646532761
        3.7069472832        1.1804897371
        3.8069472832        1.2927889445
        3.9069472832        1.3222961779
        4.0069472832        1.0618419822
        4.1069472832        1.0114569476
        4.2069472832        1.0111584654
        4.3069472832        1.0406065953
        4.4069472832        1.1014841412
        4.5069472832        1.2032107755
        4.6069472832        1.3228695125
        4.7069472832        1.4603434363
        4.8069472832        1.4213804700
        4.9069472832        1.5014803403
        5.0069472832        1.5089771119
        5.1069472832        1.5353801121
        5.2069472832        1.5450666680
        5.3069472832        1.5667498647
        5.4069472832        1.5543418660
        5.5069472832        1.4174066607
        5.6069472832        1.4079069338
        5.7069472832        1.3563289854
        5.8069472832        1.3003258499
        5.9069472832        1.2553035001
        6.0069472832        0.9741994388
        6.1069472832        0.6428691712
        6.2069472832        0.4744582506
        6.3069472832        0.4567136591
        6.4069472832        0.4491288620
        6.5069472832        0.4411312916
        6.6069472832        0.4326691505
        6.7069472832        0.4273559390
        6.8069472832        0.4194923594
        6.9069472832        0.4158952740
        7.0069472832        0.4112957340
        7.1069472832        0.4072720511
        7.2069472832        0.4050313745
        7.3069472832        0.4020597699
        7.4069472832        0.4010002130
        7.5069472832        0.4003489844
        7.6069472832        0.3999498617
        7.7069472832        0.4017004528
        7.8069472832        0.4019575540
        7.9069472832        0.4048484194
        8.0069472832        0.4087965293
        8.1069472832        0.4109307041
        8.2069472832        0.4188998341
        8.3069472832        0.4226777066
        8.4069472832        0.4314780124
        8.5069472832        0.4403299434
        8.6069472832        0.4531632638
        8.7069472832        0.4668615293
        8.8069472832        0.4855694166
        8.9069472832        0.5158144937
        9.0069472832        0.5767709398
        9.1069472832        0.6230699405
        9.2069472832        0.5990612782
        9.3069472832        0.5891514519
        9.4069472832        0.5840301444
        9.5069472832        0.5718826380
        9.6069472832        0.5652568153
        9.7069472832        0.5554186564
        9.8069472832        0.5182281747
        9.9069472832        0.4224822833
       10.0069472832        0.3741055843
       10.1069472832        0.3345820912
       10.2069472832        0.3001675664
       10.3069472832        0.2714536502
       10.4069472832        0.2380572441
       10.5069472832        0.2113437039
       10.6069472832        0.1684893602
       10.7069472832        0.0986902249
       10.8069472832        0.0000000000
       10.9069472832        0.0000000000
       11.0069472832        0.0000000000
       11.1069472832        0.0000000000
       11.2069472832        0.0000000000
       11.3069472832        0.0000000000
       11.4069472832        0.0000000000
       11.5069472832        0.8501068890
       11.6069472832        0.8075619366
       11.7069472832        0.9981966817
       11.8069472832        1.1551052884
       11.9069472832        1.2424018691
       12.0069472832        1.2814295653
       12.1069472832        1.3068328690
       12.2069472832        1.3402424851
       12.3069472832        1.4036339951
       12.4069472832        1.5513305969
       12.5069472832        1.9644671650
       12.6069472832        4.3720215365
       12.7069472832        0.4554715934
       12.8069472832        0.0166942758
       12.9069472832        0.0235951063
       13.0069472832        0.0301506501
       13.1069472832        0.0366340189
       13.2069472832        0.0434570094
       13.3069472832        0.0509299135
       13.4069472832        0.0594588817
       13.5069472832        0.0843535220
       13.6069472832        0.1154839206
       13.7069472832        0.1645643250
       13.8069472832        0.2067120377
       13.9069472832        0.2263568880
       14.0069472832        0.2474703343
       14.1069472832        0.2923639395
       14.2069472832        0.3754083021
       14.3069472832        0.4637038068
       14.4069472832        0.5844536996
       14.5069472832        0.7718004596
       14.6069472832        1.1822485321
       14.7069472832        1.7982446808
       14.8069472832        1.5854223322
       14.9069472832        1.2599415522
       15.0069472832        0.0000000000
       15.1069472832        0.0000000000
       15.2069472832        0.0000000000
       15.3069472832        0.0000000000
       15.4069472832        0.0000000000
       15.5069472832        0.0000000000
       15.6069472832        0.0000000000
       15.7069472832        0.0000000000
