time,ens.0,ens.1,ens.2
0.0,0.4984992976433943,0.44277850438918126,0.4670873949002453
5.0,0.49647446254871536,0.4403245858861883,0.46589852972313656
10.0,0.4938006621243847,0.43721928786601305,0.46449786105749785
14.999999999999998,0.4899133304971323,0.4339318111095222,0.464169949586441
20.0,0.4846145620690083,0.4309604337036982,0.4658760297599287
25.0,0.4783256854862724,0.42852313153980487,0.4697227043739312
29.999999999999996,0.47185380438437374,0.4267225842612594,0.4748721343399883
35.0,0.46598927903135445,0.4256437186139652,0.48017254188915615
40.0,0.4609757616800279,0.4256388423636085,0.48485710426176365
45.0,0.456373107010605,0.4268543844165576,0.4888522049775624
50.0,0.45163224296580134,0.4287983797399153,0.4925441486479828
55.0,0.44659069997129053,0.4304986830495847,0.49642098397775575
59.99999999999999,0.4419032766248413,0.43111906412172113,0.5006412181148807
65.0,0.43880244044240335,0.43058283807811276,0.5048708173112061
70.0,0.43826287511749235,0.42964773690691993,0.5085152193471449
75.0,0.44031725165907976,0.42944761306708074,0.5111127365348431
80.0,0.4439104988881355,0.43077221666895665,0.5126609186057609
85.0,0.447593458870126,0.43368885230181325,0.5136507816063531
90.0,0.4502258912984717,0.4374284138253995,0.5147704231642973
95.0,0.4512334581436752,0.44078217562753963,0.516546810428071
100.0,0.4506166068279719,0.44254653564268054,0.5190667343745041
105.0,0.4488544465616063,0.44206468329274967,0.521983013118251
110.0,0.4466186104751027,0.4396051270751566,0.5247804422678196
115.0,0.444341673453513,0.43649822429701596,0.5270923231945599
119.99999999999999,0.4420252295692895,0.4344486313910234,0.5288702649916585
125.0,0.4392937395966805,0.4344850636009646,0.5303989494882231
130.0,0.435800812133381,0.43657892914670604,0.5320314047477911
135.0,0.4315509455616895,0.4400566391650618,0.533804673141479
140.0,0.4269564322224433,0.44436200862784864,0.5353770612207738
145.0,0.4227135015503996,0.4493172184873799,0.5362620424357022
150.0,0.4193496127338558,0.4551281672804736,0.5362043017448688
155.0,0.41680290394083913,0.462023945300938,0.5353008908849548
160.0,0.4144201869796511,0.4699219443002853,0.5339607476781946
165.0,0.41135098425616495,0.4783330280208948,0.5326009250905538
170.0,0.40709470016033056,0.48660529756226145,0.5315485381899717
175.0,0.4019629043912961,0.4941337344641771,0.5311502547098303
180.0,0.39726599484177183,0.5004757187318059,0.531872074814575
184.99999999999997,0.3948772736447494,0.5053003937069472,0.5340590096331532
190.0,0.3960192810795206,0.5084089661742576,0.5376596376841154
195.0,0.39992772707847934,0.5098514110388384,0.542047241980276
200.0,0.4043813426950192,0.5099211294122363,0.5461638479631581
205.0,0.40727671128421156,0.5091470193992971,0.5489307987310212
210.0,0.40788562858179667,0.5078300873653213,0.5495488113236036
214.99999999999997,0.40694625799013273,0.5060023060052844,0.5476701199942772
220.0,0.4059536487066875,0.5035041026301059,0.5433531194002396
225.0,0.40599065514109656,0.5002315594472967,0.5369768295426043
230.0,0.4068576485376796,0.4964128817580535,0.5292751940044979
235.0,0.4073583025517691,0.49237601109830587,0.5210363037584363
239.99999999999997,0.40630253462522414,0.4883664636980769,0.5129915460816179
244.99999999999997,0.403280567168706,0.48436884954984627,0.5056347709733796
250.0,0.398895289692534,0.48024784463445747,0.499266207661982
255.0,0.39441320359201165,0.47602264688007173,0.49405851307380605
260.0,0.39122362122282783,0.471871350657521,0.4901529730848931
265.0,0.3900955820110785,0.46824402323872877,0.48753464654580136
270.0,0.39089017974532364,0.46598407585021606,0.4861870550986653
275.0,0.3928580090034238,0.46592536723522615,0.4859505484006947
280.0,0.39523877730556906,0.46862543058735157,0.48648042513793277
285.0,0.39741124079421575,0.473970853112367,0.4872157537800496
290.0,0.3989864029756288,0.48090111149716136,0.4873678408019858
295.0,0.3997700319384,0.487713739191175,0.4861613470406964
300.0,0.4000469737053243,0.49286271261426295,0.4831686720804202
305.0,0.4006326520022761,0.49556917660405875,0.4786170469258143
310.0,0.402720940149698,0.49589598217278463,0.47336264226065494
315.0,0.4071900722318092,0.49435028961360394,0.4684094567949796
320.0,0.4140499272944201,0.49131451668641685,0.46449151637869
325.0,0.4224042895762073,0.48709101113598186,0.46190023250941525
330.0,0.43102434110831594,0.4822139111049703,0.4606448951505335
335.0,0.43867016641985523,0.47750962850224776,0.46071191438552844
340.0,0.4444432829977064,0.4736776416970845,0.46205183658802507
345.0,0.44800501091564265,0.4705706674593272,0.46453414348412314
350.0,0.4497121511682477,0.46737594813268335,0.46788541129518474
355.0,0.45054177514842003,0.4634913547096318,0.47162492360482466
360.0,0.45145372147586577,0.4590231186627802,0.47520763052117027
364.99999999999994,0.4526211549137907,0.4547201374973413,0.4783248595684323
369.99999999999994,0.4532813724324387,0.4512569754732275,0.4808978180567761
374.99999999999994,0.4526207756877438,0.4488641461290935,0.48324135675396235
380.0,0.4507064242561381,0.4476297785786282,0.4859095558101752
385.0,0.4487952240077954,0.4480038649876395,0.4895095758588278
390.0,0.4485944777504165,0.45055249284709104,0.4944349553914076
395.0,0.45126548608069816,0.4551617883621548,0.5006318282785734
400.0,0.45694540785486,0.4608274659269234,0.5075988551837766
405.0,0.46515910836104746,0.4661254932769391,0.5144902792937681
410.0,0.4752932237735432,0.4700631937963989,0.5204868423338124
415.0,0.4865685314224169,0.4723624969121548,0.5249949578286688
420.0,0.4979383516962322,0.4730121659837715,0.5277585489307731
424.99999999999994,0.5084363608654169,0.47200109518406047,0.5287145460335417
429.99999999999994,0.5174430004221087,0.4693975265265663,0.5279751280889651
434.99999999999994,0.5247742309443602,0.4657497663426944,0.5257848345100624
440.0,0.5304438927585128,0.4620302213937595,0.5224651139960425
445.0,0.534486806806918,0.4594454750788849,0.5183816859678986
450.0,0.5368219873952497,0.4588530497014899,0.5139840450918759
455.0,0.5375709729606619,0.46024977537370065,0.509770837632411
460.0,0.5370482401595673,0.462701613881996,0.5062984837332508
465.0,0.5357800909999472,0.4648204953014139,0.5040075976633585
470.0,0.534215545419476,0.4657146660616694,0.5029257994298025
