,reference,deformed
3.871142284569139,6.0322037182597145e-06,0.49034495166880754
3.875551102204409,2.1238964013392203e-06,0.486298088029926
3.8799599198396795,7.156935949974648e-07,0.4897555330307732
3.88436873747495,2.3081099134712862e-07,0.49760854922365755
3.8887775551102206,7.123948079240303e-08,0.5064851058615348
3.8931863727454914,2.104357136901488e-08,0.5132396181272285
3.8975951903807617,5.949113632179305e-09,0.5153629401414882
3.902004008016032,1.609603713777981e-09,0.5112424515039796
3.906412825651303,4.1679201139287995e-10,0.5002448390135752
3.9108216432865732,1.0328884252977992e-10,0.48263897826887014
3.915230460921844,2.449745429882752e-11,0.4594087217148376
3.9196392785571144,5.560603955138911e-12,0.43201696710991616
3.9240480961923847,1.2079706813839784e-12,0.40217343373209197
3.9284569138276555,2.511448142037456e-13,0.37163693534052633
3.9328657314629263,4.9971847675970753e-14,0.3420596656101837
3.9372745490981966,9.516121018184457e-15,0.3148654286289146
3.941683366733467,1.7343144848107613e-15,0.29115006624371575
3.9460921843687378,3.025025812050027e-16,0.27159897611957484
3.950501002004008,5.0496776046661126e-17,0.25642791972475537
3.954909819639279,8.06736205424168e-18,0.24536244088690368
3.9593186372745492,1.2334818727355045e-18,0.2376728887224081
3.9637274549098196,1.8049589118004437e-19,0.2322743681675661
3.9681362725450904,2.527756247375515e-20,0.2278858797582124
3.972545090180361,3.3879452832394374e-21,0.2232254882864442
3.9769539078156315,4.345811703160031e-22,0.21720494677502655
3.981362725450902,5.33505307529381e-23,0.2090832647036468
3.9857715430861727,6.2681575644291956e-24,0.19854672626139608
3.990180360721443,7.0481378029733485e-25,0.18570114499528112
3.994589178356714,7.584766046485465e-26,0.1709851291794622
3.998997995991984,7.811659650626785e-27,0.15503327493278518
4.0034068136272545,7.699770088026915e-28,0.13852878603339022
4.007815631262526,7.263493005971541e-29,0.12208281700742674
4.012224448897796,6.55762546481929e-30,0.10616440078541428
4.016633266533066,5.666057990417428e-31,0.09108575612612821
4.021042084168337,4.6854223220026634e-32,0.07703029804732231
4.025450901803607,3.708085932294384e-33,0.06410064381592204
4.029859719438878,2.8085629244990423e-34,0.052363598584015535
4.034268537074149,2.0358784601755884e-35,0.04187678138995658
4.038677354709419,1.4123842213808836e-36,0.0326927648634073
4.043086172344689,9.377502473607932e-38,0.024846441060569723
4.04749498997996,5.958745517238077e-39,0.018336472901615317
4.051903807615231,3.6237298182985945e-40,0.013111400496073638
4.056312625250501,2.1090656655803057e-41,0.009066768836570004
4.060721442885772,1.1747831651328565e-42,0.006054148567401501
4.065130260521042,6.262657853521854e-44,0.0038985239001953814
4.069539078156312,3.195293495300198e-45,0.0024185072563582405
4.073947895791584,1.5901652167386325e-46,0.0014442210775469579
4.078356713426854,7.30221875939011e-47,0.0008295969753985149
4.082765531062124,1.3770123615782395e-45,0.0004581535855793482
4.0871743486973955,2.759492326527755e-44,0.0002431489997275352
4.091583166332666,5.2936627743926756e-43,0.00012396328075065362
4.095991983967936,9.718895040464731e-42,6.0693484852090656e-05
4.1004008016032065,1.7076970700895103e-40,2.8530591369393765e-05
